chrom	start_CDS	end_CDS	length_CDS	pos_exons	strand	feature	gene_id	gene_name	transcript_id	product
III	1004693	1005987	1239	1004693-1005057,1005114-1005987	+	CDS	SPCC1795.02c	vcx1	SPCC1795.02c.1	vacuolar proton/calcium exchanger Vcx1
III	1006859	1007791	933	1006859-1007791	+	CDS	SPCC1795.01c	mad3	SPCC1795.01c.1	mitotic spindle checkpoint protein Mad3
III	1008113	1009339	1227	1008113-1009339	-	CDS	SPCC895.03c	sua5	SPCC895.03c.1	mitochondrial tRNA N6-threonyl-carbamoyl-adenosine (t6A) Sua5
III	1010191	1011435	960	1010191-1010795,1010884-1011118,1011316-1011435	-	CDS	SPCC895.04c	ufe1	SPCC895.04c.1	SNARE Ufe1
III	1012301	1016686	4386	1012301-1016686	+	CDS	SPCC895.05	for3	SPCC895.05.1	formin For3
III	1017644	1020047	2283	1017644-1017760,1017840-1019669,1019712-1020047	+	CDS	SPCC895.06	elp2	SPCC895.06.1	elongator complex WD repeat protein Elp2
III	1020933	1023362	2430	1020933-1023362	+	CDS	SPCC895.07	alp14	SPCC895.07.1	TOG/XMAP215 microtubule plus end tracking polymerase Alp14
III	1023819	1025291	1473	1023819-1025291	-	CDS	SPCC895.08c	None	SPCC895.08c.1	arrestin family protein
III	1026266	1030463	3984	1026266-1027174,1027218-1029238,1029280-1029880,1029940-1030128,1030200-1030463	-	CDS	SPCC895.09c	ucp12	SPCC895.09c.1	ATP-dependent RNA helicase Ucp12, unknown location and role, implicated in mRNA processing
III	1031853	1034321	2469	1031853-1034321	+	CDS	SPCC825.01	None	SPCC825.01.1	ATPase, involved in cytoplasmic translational initiation
III	1034724	1036610	1521	1034724-1034823,1034873-1034956,1035013-1035051,1035090-1035746,1035874-1036011,1036064-1036283,1036328-1036610	+	CDS	SPCC825.02	gbs1	SPCC825.02.1	glucosidase II beta subunit
III	1037464	1038318	855	1037464-1038318	-	CDS	SPCC825.03c	psy1	SPCC825.03c.1	plasma membrane SNARE Psy1
III	1039428	1040000	573	1039428-1040000	-	CDS	SPCC825.04c	naa40	SPCC825.04c.1	histone N-acetyltransferase Naa40/NatD
III	1040606	1041661	906	1040606-1041073,1041112-1041441,1041501-1041590,1041644-1041661	-	CDS	SPCC825.05c	pwi1	SPCC825.05c.1	splicing coactivator Pwi1
III	1042111	1042628	459	1042111-1042545,1042605-1042628	-	CDS	SPCC1259.01c	rps1802	SPCC1259.01c.1	40S ribosomal protein S18
III	1043584	1046052	2469	1043584-1046052	-	CDS	SPCC1259.02c	erm1	SPCC1259.02c.1	ER metallopeptidase Erm1
III	1049305	1049909	360	1049305-1049529,1049775-1049909	+	CDS	SPCC1259.03	rpa12	SPCC1259.03.1	DNA-directed RNA polymerase complex I TFIIS subunit Rpa12
III	1050546	1051106	507	1050546-1050685,1050740-1051106	+	CDS	SPCC1259.04	iec3	SPCC1259.04.1	Ino80 complex subunit Iec3
III	1051811	1052049	177	1051811-1051952,1052015-1052049	-	CDS	SPCC1259.05c	cox9	SPCC1259.05c.1	cytochrome c oxidase subunit VIIa
III	1053003	1053727	669	1053003-1053096,1053153-1053727	+	CDS	SPCC1259.06	taf8	SPCC1259.06.1	transcription factor TFIID complex subunit 8
III	1053794	1054059	213	1053794-1053875,1053929-1054059	-	CDS	SPCC1259.16	None	SPCC1259.16.1	Schizosaccharomyces specific microprotein
III	1054639	1055740	1056	1054639-1054670,1054717-1055740	+	CDS	SPCC1259.07	rxt3	SPCC1259.07.1	Clr6 and Rpd3L histone deacetylase complex LCCL domain subunit Rxt3
III	1057775	1058959	1185	1057775-1058959	+	CDS	SPCC1259.08	None	SPCC1259.08.1	DUF2457 family conserved fungal protein
III	1059259	1060885	1371	1059259-1059544,1059587-1059818,1059867-1060496,1060563-1060607,1060649-1060753,1060813-1060885	-	CDS	SPCC1259.09c	pdx1	SPCC1259.09c.1	pyruvate dehydrogenase protein x component, Pdx1
III	1061490	1062821	1239	1061490-1061653,1061692-1062001,1062057-1062821	+	CDS	SPCC1259.10	pgp1	SPCC1259.10.1	mitochondrial tRNA N6-threonyl-carbamoyl-adenosine (t6A) Pgp1
III	1063038	1065200	2163	1063038-1065200	-	CDS	SPCC1259.11c	gyp2	SPCC1259.11c.1	RabGAP Gyp2
III	1065770	1067361	1452	1065770-1065909,1065959-1066363,1066411-1067052,1067097-1067361	-	CDS	SPCC1259.12c	gid1	SPCC1259.12c.1	GID complex subunit, Ran GTPase binding protein Gid1
III	1068062	1068909	531	1068062-1068143,1068194-1068429,1068599-1068688,1068739-1068766,1068815-1068909	-	CDS	SPCC1259.15c	ubc11	SPCC1259.15c.1	ubiquitin conjugating enzyme E2, for APC Ubc11/UbcP4
III	1069192	1070947	1491	1069192-1069259,1069305-1069546,1069593-1070021,1070060-1070267,1070314-1070503,1070549-1070845,1070891-1070947	+	CDS	SPCC1259.13	chk1	SPCC1259.13.1	Chk1 protein kinase
III	1071157	1073367	2211	1071157-1073367	-	CDS	SPCC1259.14c	meu27	SPCC1259.14c.1	UPF0300 family protein 5
III	1189946	1190896	951	1189946-1190896	-	CDS	SPCC4B3.18	ppc1	SPCC4B3.18.1	phosphopantothenate-cysteine ligase Cab2
III	1191323	1191654	270	1191323-1191501,1191564-1191654	+	CDS	SPCC4B3.20	cmc1	SPCC4B3.20.1	copper-binding protein involved in cytochrome c oxidase assembly, Cmc1
III	1191911	1192762	852	1191911-1192762	-	CDS	SPCC4B3.17	cbp3	SPCC4B3.17.1	mitochondrial respiratory chain complex III assembly protein Cbp3
III	1193238	1193996	759	1193238-1193996	-	CDS	SPCC4B3.16	tip41	SPCC4B3.16.1	TIP41 type 2a phosphatase regulator Tip41
III	1194308	1197070	2763	1194308-1197070	-	CDS	SPCC4B3.15	mid1	SPCC4B3.15.1	anillin-related medial ring protein Mid1
III	1197697	1198569	873	1197697-1198569	-	CDS	SPCC4B3.14	cwf20	SPCC4B3.14.1	complexed with Cdc5 protein Cwf20
III	1199098	1200717	1620	1199098-1200717	-	CDS	SPCC4B3.13	None	SPCC4B3.13.1	MatE family transmembrane transporter
III	1201136	1202461	1326	1201136-1202461	-	CDS	SPCC4B3.12	set9	SPCC4B3.12.1	histone lysine H4-K20 methyltransferase Set9
III	1203061	1203411	351	1203061-1203411	+	CDS	SPCC4B3.11c	fra3	SPCC4B3.11c.1	mitochondrial [4Fe-4S] cluster transfer protein Fra3
III	1205003	1206981	1923	1205003-1205015,1205072-1206981	+	CDS	SPCC4B3.10c	ipk1	SPCC4B3.10c.1	inositol 1,3,4,5,6-pentakisphosphate (IP5) kinase
III	1207365	1207935	522	1207365-1207399,1207449-1207935	+	CDS	SPCC4B3.09c	mrpl12	SPCC4B3.09c.1	mitochondrial ribosomal protein subunit L12
III	1208191	1208847	657	1208191-1208847	-	CDS	SPCC4B3.08	lsg1	SPCC4B3.08.1	Lsk1 complex gamma subunit Lsg1
III	1209724	1210905	1182	1209724-1210905	-	CDS	SPCC4B3.07	nro1	SPCC4B3.07.1	negative regulator of Ofd1, Nro1
III	1212043	1212645	603	1212043-1212645	+	CDS	SPCC4B3.06c	None	SPCC4B3.06c.1	NADPH-dependent FMN reductase
III	1213414	1214692	1080	1213414-1213459,1213517-1213551,1213598-1213622,1213670-1214178,1214228-1214692	+	CDS	SPCC4B3.05c	hem12	SPCC4B3.05c.1	uroporphyrinogen decarboxylase Hem12
III	1215585	1219641	3951	1215585-1215784,1215834-1216008,1216066-1219641	+	CDS	SPCC4B3.04c	nte1	SPCC4B3.04c.1	lysophospholipase
III	1220345	1222384	2040	1220345-1222384	+	CDS	SPCC4B3.03c	mam301	SPCC4B3.03c.1	plasma membrane magnesium transporter
III	1223614	1224259	390	1223614-1223635,1223681-1223727,1223808-1223852,1223984-1224259	+	CDS	SPCC4B3.02c	got1	SPCC4B3.02c.1	Golgi transport protein Got1
III	1224727	1225680	897	1224727-1225344,1225402-1225680	-	CDS	SPCC4B3.01	tum1	SPCC4B3.01.1	mitochondrial thiosulfate sulfurtransferase, involved in tRNA wobble position thiolation Tum1
III	1226491	1229412	2922	1226491-1229412	-	CDS	SPCP25A2.02c	rhp26	SPCP25A2.02c.1	SNF2 family DNA-dependent ATPase (human ERCC6) Rhp26
III	1229651	1232023	2259	1229651-1229845,1229905-1230795,1230851-1232023	+	CDS	SPCP25A2.03	tho1	SPCP25A2.03.1	THO complex subunit Tho1
III	1232743	1233022	234	1232743-1232826,1232873-1233022	-	CDS	SPCC550.01c	coa4	SPCC550.01c.1	cytochrome c oxidase assembly protein Coa4
III	1233248	1234423	1065	1233248-1233679,1233740-1234096,1234148-1234423	-	CDS	SPCC550.02c	cwf5	SPCC550.02c.1	Prp19 complex subunit, RNA-binding Cwf5
III	1234590	1238231	3642	1234590-1238231	-	CDS	SPCC550.03c	ski2	SPCC550.03c.1	Ski complex RNA helicase Ski2
III	1238792	1239926	975	1238792-1238849,1238906-1239075,1239122-1239269,1239328-1239926	-	CDS	SPCC550.04c	gpi2	SPCC550.04c.1	pig-C
III	1241052	1241798	699	1241052-1241630,1241679-1241798	+	CDS	SPCC550.05	nse1	SPCC550.05.1	Smc5-6 complex ubiquitin-protein ligase E3 subunit Nse1
III	1242273	1242587	315	1242273-1242587	-	CDS	SPCC550.06c	hsp10	SPCC550.06c.1	mitochondrial heat shock protein Hsp10
III	1245045	1246646	1602	1245045-1246646	+	CDS	SPCC550.07	fah2	SPCC550.07.1	fatty-acid amide hydrolase
III	1247844	1248587	744	1247844-1248587	+	CDS	SPCC550.08	None	SPCC550.08.1	N-acetyltransferase
III	1249390	1250997	1608	1249390-1250997	+	CDS	SPCC550.09	pex32	SPCC550.09.1	peroxin Pex32
III	1251859	1253361	1503	1251859-1253361	+	CDS	SPCC550.10	atd3	SPCC550.10.1	betaine-aldehyde dehydrogenase Atd3
III	1254518	1257944	3090	1254518-1254680,1255018-1257944	+	CDS	SPCC550.11	nmd5	SPCC550.11.1	karyopherin/importin beta family nuclear import/export signal receptor Nmd5
III	1258863	1260211	1206	1258863-1258942,1259014-1259128,1259201-1260211	+	CDS	SPCC550.12	arp6	SPCC550.12.1	Swr1 actin-like protein Arp6
III	1261301	1262938	1638	1261301-1262938	+	CDS	SPCC550.13	dfp1	SPCC550.13.1	Hsk1-Dfp1 kinase complex regulatory subunit Dfp1
III	1263997	1267872	3876	1263997-1267872	+	CDS	SPCC550.14	vgl1	SPCC550.14.1	KH domain RNA binding protein, vigilin
III	1268471	1269862	1392	1268471-1269862	-	CDS	SPCC550.15c	rei1	SPCC550.15c.1	ribosome biogenesis protein Rei1
III	1270541	1273780	2772	1270541-1270855,1270943-1271228,1271272-1271687,1271725-1272507,1272565-1272709,1272754-1273103,1273153-1273251,1273337-1273449,1273516-1273780	-	CDS	SPCC4E9.01c	rec11	SPCC4E9.01c.1	meiotic cohesin complex STAG protein Rec11
III	1274400	1275647	1248	1274400-1275647	+	CDS	SPCC4E9.02	cig1	SPCC4E9.02.1	G1/S-specific B-type cyclin Cig1
III	1276579	1277262	630	1276579-1277130,1277185-1277262	+	CDS	SPCC645.02	gep4	SPCC645.02.1	phosphatidylglycerol phosphate phosphatase Gep4
III	1277897	1278557	573	1277897-1278214,1278303-1278557	-	CDS	SPCC645.03c	isa1	SPCC645.03c.1	mitochondrial [4Fe-4S] cluster assembly and transfer protein Isa1
III	1279040	1280026	987	1279040-1280026	+	CDS	SPCC645.04	nse3	SPCC645.04.1	Smc5-6 complex non-SMC MAGE family subunit Nse3
III	1280305	1284885	4581	1280305-1284885	-	CDS	SPCC645.05c	myo2	SPCC645.05c.1	myosin II heavy chain
III	1286240	1290067	3828	1286240-1290067	-	CDS	SPCC645.06c	rgf3	SPCC645.06c.1	RhoGEF for Rho1, Rgf3
III	1292118	1296168	4005	1292118-1294799,1294846-1296168	+	CDS	SPCC645.07	rgf1	SPCC645.07.1	RhoGEF for Rho1, Rgf1
III	1296412	1299048	2637	1296412-1299048	-	CDS	SPCC645.08c	snd1	SPCC645.08c.1	tudor domain and nuclease, Snd1
III	1301403	1301822	420	1301403-1301822	+	CDS	SPCC645.09	mrpl37	SPCC645.09.1	mitochondrial ribosomal protein subunit L54
III	1302138	1303651	1455	1302138-1303448,1303508-1303651	+	CDS	SPCC645.10	cca2	SPCC645.10.1	ATP 3'tRNA nucleotidyltransferase Cca2
III	1303791	1304351	561	1303791-1304351	-	CDS	SPCC645.11c	mug117	SPCC645.11c.1	lectin and fungal killer toxin kp4-like domain, cysteine-rich, possibly secreted Mug117
III	1304534	1305130	597	1304534-1305130	-	CDS	SPCC645.12c	None	SPCC645.12c.1	Schizosaccharomyces specific protein
III	1305492	1307657	2166	1305492-1307657	+	CDS	SPCC645.13	bye1	SPCC645.13.1	transcription elongation regulator, PHD finger Bye1
III	1308464	1310239	1776	1308464-1310239	-	CDS	SPCC645.14c	sti1	SPCC645.14c.1	chaperone activator Sti1
III	1311588	1313685	1440	1311588-1312863,1313198-1313275,1313370-1313401,1313529-1313575,1313679-1313685	-	CDS	SPCC23B6.01c	osh6	SPCC23B6.01c.1	sterol transfer protein Osh6
III	1315016	1315422	336	1315016-1315030,1315102-1315422	-	CDS	SPCC23B6.02c	ecm1	SPCC23B6.02c.1	ribosome large subunit export factor, Alb1 family, Ecm1
III	1315855	1324293	8439	1315855-1324293	-	CDS	SPCC23B6.03c	tel1	SPCC23B6.03c.1	ATM checkpoint kinase
III	1324731	1327757	3027	1324731-1327757	-	CDS	SPCC23B6.04c	pdr16	SPCC23B6.04c.1	meiotic sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Pdr16
III	1328744	1329222	315	1328744-1328808,1328910-1329012,1329076-1329222	-	CDS	SPCC23B6.05c	ssb3	SPCC23B6.05c.1	DNA replication factor A subunit Ssb3
III	1330020	1332893	2874	1330020-1332893	+	CDS	SPCC1322.01	rpm1	SPCC1322.01.1	mitochondrial 3'-5' exonuclease for RNA 3' ss-tail
III	1333208	1334263	1056	1333208-1334263	+	CDS	SPCC1322.02	pxd1	SPCC1322.02.1	structure-specific DNA nuclease regulator Pxd1
III	1334995	1337583	2589	1334995-1337583	+	CDS	SPCC1322.03	trp1322	SPCC1322.03.1	plasma membrane TRP-like calcium ion channel Trp1322
III	1339036	1340556	1521	1339036-1340556	+	CDS	SPCC1322.04	fyu1	SPCC1322.04.1	UTP-glucose-1-phosphate uridylyltransferase Fyu1
III	1340934	1342772	1839	1340934-1342772	-	CDS	SPCC1322.05c	lap2	SPCC1322.05c.1	vacuolar aminopeptidase Lap2
III	1343816	1347044	2952	1343816-1344042,1344120-1345152,1345209-1345898,1345949-1346788,1346883-1347044	+	CDS	SPCC1322.06	kap113	SPCC1322.06.1	karyopherin/importin beta family nuclear import signal receptor Kap113
III	1347498	1347812	315	1347498-1347812	-	CDS	SPCC1322.07c	mug150	SPCC1322.07c.1	Schizosaccharomyces pombe specific protein, GPI anchored, Mug150
III	1349758	1351723	1743	1349758-1349769,1349993-1351723	+	CDS	SPCC1322.08	srk1	SPCC1322.08.1	MAPK-activated protein kinase Srk1
III	1353052	1354631	1368	1353052-1353595,1353654-1353832,1353987-1354631	+	CDS	SPCC1322.09	None	SPCC1322.09.1	Golgi protein, associated with COP vesicles, DUF5427
III	1356638	1357426	789	1356638-1357426	+	CDS	SPCC1322.10	knh2	SPCC1322.10.1	conserved fungal cell surface protein, Kre9/Knh1 family, Knh2
III	1358510	1359194	420	1358510-1358681,1358947-1359194	+	CDS	SPCC1322.11	rpl2302	SPCC1322.11.1	60S ribosomal protein L23
III	1359656	1362790	3135	1359656-1362790	-	CDS	SPCC1322.12c	bub1	SPCC1322.12c.1	mitotic spindle checkpoint kinase Bub1
III	1363195	1364853	1659	1363195-1364853	+	CDS	SPCC1322.13	ade6	SPCC1322.13.1	phosphoribosylaminoimidazole carboxylase Ade6
III	1365283	1367448	2166	1365283-1367448	-	CDS	SPCC1322.14c	vtc4	SPCC1322.14c.1	vacuolar transporter chaperone (VTC) complex polyphosphate synthase subunit Vtc4
III	1368445	1368780	336	1368445-1368780	+	CDS	SPCC1322.15	rpl3402	SPCC1322.15.1	60S ribosomal protein L34
III	1370702	1371880	867	1370702-1371005,1371213-1371479,1371536-1371604,1371654-1371880	+	CDS	SPCC1322.16	phb2	SPCC1322.16.1	prohibitin Phb2
III	1372055	1375165	3066	1372055-1374988,1375034-1375165	-	CDS	SPCC132.01c	rqc2	SPCC132.01c.1	ribosome quality control complex subunit Rqc2
III	1375956	1377078	999	1375956-1376034,1376092-1376468,1376536-1377078	+	CDS	SPCC132.02	hst2	SPCC132.02.1	histone deacetylase, Sirtuin family, NAD-dependent Hst2
III	1378413	1379203	531	1378413-1378649,1378844-1379067,1379134-1379203	+	CDS	SPCC132.03	None	SPCC132.03.1	Schizosaccharomyces specific protein
III	1379622	1382942	3321	1379622-1382942	-	CDS	SPCC132.04c	gdh2	SPCC132.04c.1	NAD-dependent glutamate dehydrogenase Gdh2
III	1385589	1386956	1368	1385589-1386956	-	pseudogenic_transcript	SPCC132.05c	None	SPCC132.05c.1	trichothecene 3-O-acetyltransferase pseudogene
III	1388127	1388480	354	1388127-1388480	-	CDS	SPCC338.18	None	SPCC338.18.1	Schizosaccharomyces pombe specific protein
III	1389950	1391916	1887	1389950-1389982,1390063-1391916	+	CDS	SPCC338.17c	rad21	SPCC338.17c.1	mitotic cohesin complex kleisin subunit Rad21
III	1392252	1393985	1734	1392252-1393985	-	CDS	SPCC338.16	pof3	SPCC338.16.1	F-box protein Pof3
III	1394680	1396256	1314	1394680-1395096,1395227-1395882,1395970-1396080,1396127-1396256	-	CDS	SPCC338.15	wbp1	SPCC338.15.1	oligosaccharyltransferase complex beta subunit, Wbp1
III	1396920	1397942	1023	1396920-1397942	-	CDS	SPCC338.14	ado1	SPCC338.14.1	adenosine kinase
III	1398851	1401067	2217	1398851-1401067	-	CDS	SPCC338.13	cog4	SPCC338.13.1	Golgi transport complex subunit Cog4
III	1402134	1402367	234	1402134-1402367	-	CDS	SPCC338.12	pbi2	SPCC338.12.1	vaculoar proteinase B inhibitor Pbi2
III	1403184	1404095	912	1403184-1404095	+	CDS	SPCC338.11c	efm2	SPCC338.11c.1	translation elongation factor EF2/EF3 lysine methyltransferase Efm2/Rgg1
III	1404724	1405284	561	1404724-1405284	+	CDS	SPCC338.10c	cox5	SPCC338.10c.1	cytochrome c oxidase subunit V
III	1405749	1406677	885	1405749-1405940,1405985-1406677	-	CDS	SPCC338.08	ctp1	SPCC338.08.1	endonuclease activator Ctp1
III	1409486	1411726	2190	1409486-1409539,1409591-1411726	+	CDS	SPCC338.07c	naa15	SPCC338.07c.1	NatA N-acetyltransferase complex regulatory subunit Naa15
III	1412080	1412499	420	1412080-1412499	+	CDS	SPCC338.06c	hsp20	SPCC338.06c.1	heat shock protein Hsp20/Hsp15.8
III	1413479	1414335	420	1413479-1413489,1413537-1413675,1413839-1413964,1414143-1414222,1414272-1414335	+	CDS	SPCC338.05c	mms2	SPCC338.05c.1	ubiquitin conjugating enzyme E2 Mms2
III	1414651	1415213	504	1414651-1415105,1415165-1415213	-	CDS	SPCC338.04	mix23	SPCC338.04.1	mitochondrial matrix import factor Mix23
III	1415740	1416117	378	1415740-1416117	-	CDS	SPCC338.02	mug112	SPCC338.02.1	Schizosaccharomyces pombe specific protein Mug112
III	1415777	1416202	426	1415777-1416202	+	CDS	SPCC338.03c	None	SPCC338.03c.1	dubious
III	1421030	1428262	7233	1421030-1428262	+	CDS	SPCC1281.01	ags1	SPCC1281.01.1	cell wall alpha-1,3-glucan synthase Ags1
III	1429348	1430283	936	1429348-1430283	-	CDS	SPCC1281.02c	spf30	SPCC1281.02c.1	splicing factor Spf30
III	1430890	1431471	582	1430890-1431471	-	CDS	SPCC1281.03c	emc4	SPCC1281.03c.1	ER membrane protein complex subunit Emc4
III	1433660	1434661	1002	1433660-1434661	+	CDS	SPCC1281.04	akr7	SPCC1281.04.1	pyridoxal reductase
III	1435656	1436828	1173	1435656-1436828	+	CDS	SPCC1281.05	rsc7	SPCC1281.05.1	RSC complex subunit Rsc7
III	1439548	1440987	1440	1439548-1440987	-	CDS	SPCC1281.06c	ole1	SPCC1281.06c.1	acyl-coA desaturase
III	1444484	1445425	942	1444484-1445425	-	CDS	SPCC1281.07c	gst4	SPCC1281.07c.1	glutathione S-transferase
III	1446238	1447335	795	1446238-1446394,1446557-1446877,1446925-1447155,1447194-1447246,1447303-1447335	+	CDS	SPCC1281.08	wtf11	SPCC1281.08.1	wtf element Wtf11
III	1448389	1449531	823	1448389-1448527,1448759-1449031,1449080-1449307,1449349-1449531	+	pseudogenic_transcript	SPCC622.21	wtf12	SPCC622.21.1	wtf element Wtf12 (truncated)
III	1451165	1451614	450	1451165-1451614	-	CDS	SPCC622.01c	None	SPCC622.01c.1	Schizosaccharomyces pombe specific protein
III	1451935	1452318	384	1451935-1452318	+	CDS	SPCC622.02	None	SPCC622.02.1	Schizosaccharomyces pombe specific protein
III	1452828	1453226	399	1452828-1453226	-	CDS	SPCC622.03c	None	SPCC622.03c.1	Schizosaccharomyces pombe specific protein
III	1453536	1453958	423	1453536-1453958	+	CDS	SPCC622.04	None	SPCC622.04.1	dubious
III	1455675	1456043	369	1455675-1456043	-	CDS	SPCC622.06c	None	SPCC622.06c.1	Schizosaccharomyces pombe specific protein
III	1456356	1456742	387	1456356-1456742	+	CDS	SPCC622.07	None	SPCC622.07.1	Schizosaccharomyces pombe specific protein
III	1458383	1458781	399	1458383-1458781	-	CDS	SPCC622.08c	hta1	SPCC622.08c.1	histone H2A alpha
III	1459343	1459723	381	1459343-1459723	+	CDS	SPCC622.09	htb1	SPCC622.09.1	histone H2B Htb1
III	1460496	1463009	2448	1460496-1462770,1462837-1463009	-	CDS	SPCC622.10c	sec5	SPCC622.10c.1	exocyst complex subunit Exo2
III	1464130	1465842	1518	1464130-1464297,1464493-1465842	+	CDS	SPCC622.11	lmb1	SPCC622.11.1	plasma membrane LMBR1-like multi-pass membrane protein, human LMBRD2 ortholog, implicated in signalling
III	1466316	1467671	1356	1466316-1467671	-	CDS	SPCC622.12c	gdh1	SPCC622.12c.1	NADP-specific glutamate dehydrogenase Gdh1
III	1469409	1472705	3297	1469409-1472705	-	CDS	SPCC622.13c	tti1	SPCC622.13c.1	TTT co-chaperone complex, armadillo-type fold subunit Tti1
III	1473957	1475381	966	1473957-1474169,1474491-1474568,1474647-1475075,1475136-1475381	+	CDS	SPCC622.14	None	SPCC622.14.1	GTPase activating protein
III	1475965	1477638	1674	1475965-1477638	-	CDS	SPCC622.15c	None	SPCC622.15c.1	Schizosaccharomyces specific protein
III	1478558	1481404	2847	1478558-1481404	-	CDS	SPCC622.16c	epe1	SPCC622.16c.1	histone demethylase, Jmjc domain Epe1
III	1482037	1483508	1140	1482037-1482194,1482455-1482709,1482782-1483508	+	pseudogenic_transcript	SPCC622.17	apn1	SPCC622.17.1	AP endonuclease,minor transcript isoform Apn1
III	1484012	1484599	588	1484012-1484599	+	CDS	SPCC622.18	rpl6	SPCC622.18.1	60S ribosomal protein L6
III	1485234	1486698	1422	1485234-1485258,1485302-1486698	+	CDS	SPCC622.19	jmj4	SPCC622.19.1	histone demethylase Jmj4
III	1486948	1488853	1794	1486948-1488529,1488642-1488853	-	CDS	SPCC61.01c	str2	SPCC61.01c.1	vacuolar siderophore-iron transmembrane transporter Str2
III	1489861	1490784	924	1489861-1490784	+	CDS	SPCC61.02	spt3	SPCC61.02.1	SAGA complex subunit Spt3
III	1491512	1492495	984	1491512-1492495	+	CDS	SPCC61.03	nnr2	SPCC61.03.1	NADHX dehydratase Nnr2
III	1493202	1494236	684	1493202-1493370,1493474-1493766,1494015-1494236	-	CDS	SPCC61.04c	None	SPCC61.04c.1	Rab GTPase binding
